title,company,location,how_old,link
Pessoa Cientista de Dados,Zallpy Digital,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2699ef34256f0186&fccid=2ac78f54db705d75&vjs=3
Arquiteto de Soluções (Remoto),Rede Lojacorr,"Home office in São José dos Pinhais, PR",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=ab3e152bd580541e&fccid=4b37e969f22e377a&vjs=3
Sympla | Analista de Dados,Anywhere,Home office,Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=56ba259b4bb0f347&fccid=6ba6257a4542364a&vjs=3
Cientista de Dados SR,uisa,"Nova Olímpia, MT",PostedHoje,https://br.indeed.com/rc/clk?jk=8bb5c6d116285953&fccid=b0e32f9fad31e885&vjs=3
Software Engineer,Pantheon Inc.,"Curitiba, PR",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=3ff3c1e422a2baf7&fccid=02006d2c549367cf&vjs=3
Data Engineer,KAVAK Careers,"São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=bfe9856348cc6f6f&fccid=5fb7d934735a817d&vjs=3
Desenvolvedor Back End - Python | Django Jr (PJ),Mayo Consultoria,"Home office in São Paulo, SP",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=c8cb1965161a7c7e&fccid=d6b954c45234a692&vjs=3
"Desenvolvedor BackEnd Júnior (SQL, AWS DevOps, DevOps e Python)",Turing.com,Home office,Postedhá 30+ dias,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Backend-J%C3%BAnior-f3fda84a394f25d9?fccid=a2e0cbec0b626661&vjs=3
SAP iXp intern - Product Support S4/HANA,SAP,"São Leopoldo, RS",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=7fbfc859fbf7c2fb&fccid=156c7820d1988640&vjs=3
Principal Data Insights Full-Stack Python Engineer (Brazil),Cloudbeds,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=7016798ccdf630c4&fccid=88eab84b819c38e8&vjs=3
Software Engineering - CVA Technology,Goldman Sachs,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=a207c3db6427ff3b&fccid=16a97ed26c75bf2d&vjs=3
Desenvolvedor(a) Júnior Back-End,Não encontrada,"Belo Horizonte, MG",Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=a83b27c5dda86454&fccid=dd616958bd9ddc12&vjs=3
Python,HR Soul,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=59c99236d10e3eb4&fccid=caba58b16290814a&vjs=3
Desenvolvedor Full Stack - .Net/Ruby/Python,Iterative,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b2fe89d80252d859&fccid=c795cb63f9115981&vjs=3
Analista SRE Junior,CIA Hering,"Home office in São Paulo, SP",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=e74288383a70e9d5&fccid=a76c73cacfc7a3e6&vjs=3
Desenvolvedor JR Backend (Java/Python/NodeJS)- Fintech Magalu,Luizalabs,"São Paulo, SP",Postedhá 27 dias,https://br.indeed.com/rc/clk?jk=ec09a6aec6d41bd4&fccid=5d64e462228ff346&vjs=3
Desenvolvedor de Visão Computacional,Atman Systems,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=bf77acf025892053&fccid=d6703284d4d7c15b&vjs=3
Cientista de Dados Pleno,Smart NX,Home office,Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=2b787c2064a96f5e&fccid=50723f1995dcb248&vjs=3
Staff Software Engineer - Media Measurement,Cint,"São Paulo, SP",PostedHoje,https://br.indeed.com/rc/clk?jk=b66a7259b6cbeab3&fccid=e53557dfdd590825&vjs=3
Estágio em Tecnologia da Informação - TI,PetroReconcavo S.A,"Mata de São João, BA",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=35cfb4e1ae78a153&fccid=f497a053954720e0&vjs=3
Instrutor(a) de Programação e Robótica para Crianças,Ctrl+Play,"Jundiaí, SP",PostedHoje,https://br.indeed.com/company/Ctrl+Play/jobs/Instrutor-Programa%C3%A7%C3%A3o-Rob%C3%B3tica-Crian%C3%A7as-2a562dc09cd30d3f?fccid=b523dadb8c6024ac&vjs=3
Anl Tecnologia e Operações Sênior,Santander,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=af8896c37fd9e19b&fccid=e57a47a3d1d90e39&vjs=3
NLP – Natural Language Processing,MOST Specialist Technologies,"Home office in Belo Horizonte, MG",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=de89e0684042767a&fccid=164a79a2d47e57e3&vjs=3
Pessoa Desenvolvedora Web Full Stack,Take Blip,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=fe4eb325941d3b8d&fccid=8974a2d5d24a38e1&vjs=3
Pessoa Desenvolvedora Python - Remoto - Sao Paulo,Turing.com,Home office,Postedhá 30+ dias,https://br.indeed.com/company/Turing.com/jobs/Pessoa-Desenvolvedora-Python-abf3777c7dc14078?fccid=a2e0cbec0b626661&vjs=3
Analista Econômico,Sicredi,"Home office in Porto Alegre, RS",Postedhá 22 dias,https://br.indeed.com/rc/clk?jk=7168e95f822dd55e&fccid=0bedb393cb03c383&vjs=3
DevOps,Curriculum.com.br,,Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=c69a993180e2d6f0&fccid=22d7ce555383096d&vjs=3
Cientista de Dados,Minsait an Indra Company,"Hybrid remote in São Paulo, SP",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=723e43f36a4d4ecd&fccid=dd616958bd9ddc12&vjs=3
Programa de Estágio - Empresa do Setor Financeiro,Mais Diversidade,"São Paulo, SP",Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=12c417ee502d9a90&fccid=4ea5887a0abea093&vjs=3
"Solutions Engineering Manager, Ads",TikTok,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=41247ad4d0f768cd&fccid=caed318a9335aac0&vjs=3
Especialista de Crédito (Estratégias PF) | REALIZE,REALIZE CFI,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=4afe6bb3657f40dd&fccid=e4bcb81ca9203d45&vjs=3
Cientista de Dados Sênior,EY,,Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=e3e7d1567c8d7a71&fccid=1544766d4c2915b0&vjs=3
Desenvolvedor Back-end,innolevels - Leveraging your Business,"Rio de Janeiro, RJ",Postedhá 30 dias,https://br.indeed.com/rc/clk?jk=4745e7a97751126f&fccid=e0ac8af7102e4ed7&vjs=3
Desenvolvedora/Desenvolvedor Full Stack - Python | Javascript | React,Intelie,"Rio de Janeiro, RJ",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=c3d91010407d41ed&fccid=b4598edb499a64f3&vjs=3
Faça parte do nosso time Sciensa!!,Sciensa,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=66e473acc2ab4a8d&fccid=f73b61420f86f93c&vjs=3
Pessoa Gerente de Ciência de Dados - Fraude / Crédito,Bankly,Home office,Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=4527720fa3a0ce2a&fccid=752e5cd79a6b52b8&vjs=3
Analista de Sistemas,3tentos - Vagas,"Ijuí, RS",Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=27ccd9fb91ddb4d0&fccid=86291dedc91cc6fc&vjs=3
Pessoa Analista Dados Junior,Sami,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=e7807743be5f0d3a&fccid=cb04dcec7a7ab7a1&vjs=3
Cientista de Dados AWS,Leega Consultoria,Home office,Postedhá 5 dias,https://br.indeed.com/company/Leega/jobs/Cientista-Dados-Aws-71d66c26650102b7?fccid=853fbafe52a609fc&vjs=3
Analista de Contas a Pagar Júnior | Financeiro,Próxima parada: O Job dos Sonhos!,"Rio de Janeiro, RJ",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=da87868d371257b2&fccid=dd616958bd9ddc12&vjs=3
Analista de Contas a Pagar Júnior | Financeiro,Hurb,"Rio de Janeiro, RJ",Postedhá 19 dias,https://br.indeed.com/company/hurb/jobs/Analista-Contas-Pagar-J%C3%BAnior-Financeiro-6f234f4fe8863356?fccid=a784efba46c28b98&vjs=3
"Desenvolvedor Frontend (React, jQuery e Python)",Turing.com,Home office,EmployerAtiva 3 dias atrás,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Frontend-086d563e91a5dfa9?fccid=a2e0cbec0b626661&vjs=3
TÉCNICO PRODUTO JR (19198),Bosch Group,"Curitiba, PR",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=32605deeccc16342&fccid=a2faf1301ac6ad4b&vjs=3
Desenvolvedor (com Experiência Em Python) – Porto Alegre – RS,Divulga Vagas,"Porto Alegre, RS",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=23d3b547d90934f9&fccid=1abbffd7f44ec1e9&vjs=3
Product Coordinator Latam,Wework,"São Paulo, SP",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=4fc4d9d8f5e3970b&fccid=e76dadb9a0d8a2cf&vjs=3
Desenvolvedor Back-end,Matrix Energia,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b00cb43ed93d5a5c&fccid=ecbe529b7fab5e39&vjs=3
Engenheiro de Dados,Minsait an Indra Company,Home office,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=3ffc7e0edde3af2c&fccid=dd616958bd9ddc12&vjs=3
Analista de Gestão de Ativos Pleno,Brasol - Soluções Energèticas Inteligentes,"Home office in São Paulo, SP",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=39c77424097efc4e&fccid=dd616958bd9ddc12&vjs=3
DESENVOLVEDOR JAVA,KLB Group Brasil,"São Paulo, SP",Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=89f65e79886ea7bd&fccid=b0882a49091d1dca&vjs=3
Analista de QA Junior - Netwin,openlabs,Home office,Postedhá 22 dias,https://br.indeed.com/rc/clk?jk=e6a4ed3f37c10327&fccid=221db006ee5627ae&vjs=3
"Python Backend Software Engineer, Brazil, Remote",Andela - Third Party Job Board Only Postings,"Home office in Brasília, DF",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=3af523dcd7be82d4&fccid=f783f8fbbe72c927&vjs=3
ENGENHEIRO DE DADOS - PYTHON / AIRFLOW,NTConsult,"Porto Alegre, RS",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=9b957de48022501e&fccid=ea28bc52044fb47b&vjs=3
Estagiário de Ciência da Computação,Só Reparos,"Brasília, DF",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=76778a84a18afd15&fccid=0d6d141483415c78&vjs=3
HPC Engineering Manager - Python & Linux,Canonical - Jobs,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=5c7838f0d9e0d6f4&fccid=d40b824c7b625849&vjs=3
Analista De Testes – Praia De Belas – Porto Alegre – RS,BuscarVagas,"Porto Alegre, RS",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=a49c62c365344a6d&fccid=73abce787a9b9ca5&vjs=3
Líder de Desenvolvimento,MTP Brasil,"São José dos Pinhais, PR",PostedRecém publicada,https://br.indeed.com/rc/clk?jk=8c12b46facdb6cbc&fccid=3dd1a5bb0173a00d&vjs=3
Linux SysAdmin,Ecossistema Ahgora,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2dbd0aa647f7010a&fccid=138b430f79d2084f&vjs=3
ANALISTA DE TESTES FUNCIONAIS,Eldorado,"Home office in Porto Alegre, RS",Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=c95c6e139219e770&fccid=70cf64a0b596b733&vjs=3
Software Engineer III (Full Remote ou Híbrido),Loggi,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ac97f7594f251817&fccid=beae102407e0c245&vjs=3
Arquiteto(a) de soluções [Remoto],Sankhya Gestão de Negócios,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=cbd8ff372d94d6d9&fccid=cb41a10e2720341c&vjs=3
Software Engineer - QuantumBlack Labs,McKinsey & Company,"São Paulo, SP",Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=b85a67fafd1ffa37&fccid=6576e7250aa78c3c&vjs=3
Analista de Dados,JustForYou,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=27190e8fb286384d&fccid=b9466cd758e6d343&vjs=3
Estágio em Testes de Software,SiDi,"Campinas, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=5312d4ccc10ccbbf&fccid=d944f1c7c41daa58&vjs=3
Data Engineer,Bexs,"São Paulo, SP",PostedHoje,https://br.indeed.com/rc/clk?jk=d1f3e189feca30d9&fccid=852a595a80b823ae&vjs=3
Desenvolvedor(a) Júnior,Não encontrada,Home office,Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=59f0a320dd11fc62&fccid=dd616958bd9ddc12&vjs=3
Tech Leader (Dados),Logcomex,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c9938831f950cc69&fccid=be47abca78d46fd7&vjs=3
Desenvolvedor Python Pleno/Sênior,Framework System,"Belo Horizonte, MG",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=78fa40da84c1035a&fccid=4cc23cfd12fced03&vjs=3
0731 - Analista de Dados - Open Banking - Cafelândia/PR,Sicredi,"Cafelândia, PR",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=fcba3eaedf23e9e0&fccid=0bedb393cb03c383&vjs=3
Desenvolvedor backend jr,Seazone,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ffc87c938edde371&fccid=e326532d41ab2aca&vjs=3
Estágio em Engenharia de Dados,Bling,Home office,Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=dfc77e2008ea09c9&fccid=67459749ea0c8a48&vjs=3
Analista de Infraestrutura Cloud,Incognia,Home office,Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=038c30ed21f02a93&fccid=a34ad542e049c518&vjs=3
Analista de Infraestrutura - Containers,Solvimm,Home office,Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=e90336309d5331ef&fccid=29551b5fb5d36206&vjs=3
"Data Analyst, Consumer Apps",Google,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=42b7aa980389b4ae&fccid=a5b4499d9e91a5c6&vjs=3
Senior Systems Engineer,BOEING,"São José dos Campos, SP",Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=4a26ff1e066d484d&fccid=edae4285faf6c2f0&vjs=3
Data Scientist - QuantumBlack,McKinsey & Company,"Rio de Janeiro, RJ",Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=3d433dd95d60a967&fccid=6576e7250aa78c3c&vjs=3
Analista de BI- Marketing Digital,+A Educação,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=3d21c4e741f2aeea&fccid=fa413e57da398f7b&vjs=3
Analista de Dados de Recursos Humanos JR,Bridgestone do Brasil,"Santo André, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=c18cdfbdc103fac9&fccid=a4c796429bf9f8fa&vjs=3
Programador JAVA,DECISION GROUP IT,"Home office in São Paulo, SP",EmployerAtiva 15 dias atrás,https://br.indeed.com/company/DECISION-GROUP-IT/jobs/Programador-Java-ecb8312d2fb3d8d3?fccid=31e4b3663c712043&vjs=3
Analista Desenvolvedor ESRI,Minsait an Indra Company,Home office,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=29b3d28e0ba58083&fccid=dd616958bd9ddc12&vjs=3
Auxiliar Desenvolvedor Python,DOMINGUES E PINHO CONTADORES,"Rio de Janeiro, RJ",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=041ba06cce73b7e4&fccid=efe676b413a89a68&vjs=3
ANALISTA DE PROJETOS,Lojas Quero-Quero,"Cachoeirinha, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=616d166d0a89f572&fccid=03622d1d00114568&vjs=3
Data Analyst,Ericsson,"São José dos Campos, SP",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=2ebf6e4a8e088be7&fccid=82656d64a9a3e6a7&vjs=3
QA Manual Pleno,Ci&T,"Campinas, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=564537239a7f1012&fccid=289d7ce11c250f70&vjs=3
Researcher,Senior Sistemas,"Blumenau, SC",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=b18d7bf4bad4bb82&fccid=e1dc47ab7b04aa94&vjs=3
Analista de Dados JR (Planejamento Comercial),MadeiraMadeira,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=4895191b8904f147&fccid=7522264cf9717691&vjs=3
Especialista de Recuperação de Crédito - Analytics | REALIZE,REALIZE CFI,Home office,Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=23f4b919024b27b6&fccid=e4bcb81ca9203d45&vjs=3
Desenvolvedor(a) Python (remoto) Full-stack,GeekHunter,"Home office in Curitiba, PR",Postedhá 23 dias,https://br.indeed.com/rc/clk?jk=b1da4cfe7ddb0ebd&fccid=9ba8dec3013c0c90&vjs=3
Desenvolvedor(a) Salesforce,Atile.Digital,"Home office in Curitiba, PR",Postedhá 19 dias,https://br.indeed.com/rc/clk?jk=b11c50f3b5319508&fccid=6598ad877c378f57&vjs=3
DEVOPS JR,ROIT,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=79e720497ddb6b70&fccid=881947d7f3319cbd&vjs=3
Pessoa Desenvolvedora | Inteligência de Vendas,Take Blip,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=54693f5605ea4673&fccid=8974a2d5d24a38e1&vjs=3
Machine Learning Engineer,PIER.,Home office,Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=bf412d6ef3d6a79a&fccid=be2ef265d969b4b9&vjs=3
Cientista de Dados,CashMe,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=fa45ff1bffddae50&fccid=f5dbedd077ca223d&vjs=3
"Desenvolvedor Full Stack (Python, Golang, JavaScript, React.js, DOM e CSS)",Turing.com,Home office,Postedhá 30+ dias,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Full-Stack-d6fc5ad0ebd474dc?fccid=a2e0cbec0b626661&vjs=3
Analista de Desenvolvimento de Software II - Python,Fit - Instituto de Tecnologia,"Manaus, AM",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=1ab6e26348673509&fccid=ee59699996cb4482&vjs=3
Pessoa Cientista de Dados,Mindsight,"São Paulo, SP",Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=3094b84f96d534aa&fccid=1c8d750f2dcc04bf&vjs=3
Estagiário Data Science (FRONT END),Chat2desk Brasil,"São Paulo, SP",EmployerAtiva 4 dias atrás,https://br.indeed.com/company/Chat2desk-Brasil/jobs/Estagi%C3%A1rio-Data-Science-a179cd3ba5b10e9a?fccid=3acf674515af8f9d&vjs=3
Equities Product Engineering - Securitized Derivatives,Goldman Sachs,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=50ee833cebb86a44&fccid=16a97ed26c75bf2d&vjs=3
Dev Backend Python,Clicksign,Home office,Postedhá 30+ dias,https://br.indeed.com/company/Clicksign/jobs/Dev-Backend-Python-81980ce533182f9f?fccid=2a7d6202d5658abc&vjs=3
Desenvolvedor(a) Python/Spark - Remoto (EUA),Impeto,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=21f9e2e05742de1b&fccid=df32bec066922ad4&vjs=3
Software Engineer - Inventory Management Engineering,Goldman Sachs,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=74468d120b4b8a2b&fccid=16a97ed26c75bf2d&vjs=3
"Desenvolvedor de Software (React, Python e PostgreSQL)",Turing.com,Home office,EmployerAtiva 24 dias atrás,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Software-b23c571c2976efc8?fccid=a2e0cbec0b626661&vjs=3
Anl Planejamento II (Python) - Modelo Híbrido,F1RST Tecnologia,"Hybrid remote in São Paulo, SP",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=c351b5e25b8cadb2&fccid=5990af9a79789b86&vjs=3
Analista de Riscos | Pro I,Vórtx,"Home office in São Paulo, SP",Postedhá 30 dias,https://br.indeed.com/rc/clk?jk=22f42ad594a9b4e8&fccid=5e0cca870d25ce33&vjs=3
Python Developer-BR-Sao Paulo-Sao Paulo,Globant,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f753a32f65aefd7f&fccid=34ea81fd9e91a411&vjs=3
Python Developer-BR-Sao Paulo-Sao Paulo,Globant,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f753a32f65aefd7f&fccid=34ea81fd9e91a411&vjs=3
Desenvolvedor Software Embarcado Jr,Alta Rail Technology,"Colombo, PR",EmployerAtiva 2 dias atrás,https://br.indeed.com/company/Alta-Rail-Technology/jobs/Desenvolvedor-Software-Embarcado-Junior-898cbbeea690dd6c?fccid=a75a2e05a5196894&vjs=3
Desenvolvedor(a) de Software de Visão Computacional - Estágio,MVISIA,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=3bb1338efdf04b47&fccid=e23f8e14934c0671&vjs=3
Estágio em NLP,MOST Specialist Technologies,"Home office in Belo Horizonte, MG",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=7dcad0927830c518&fccid=164a79a2d47e57e3&vjs=3
Desenvolvedor Full Stack (Python + Angular),Dell Lead,,Postedhá 22 dias,https://br.indeed.com/company/Lead-Dell/jobs/Desenvolvedor-Full-Stack-bb24bf86868b63e1?fccid=01ed06d93b61278d&vjs=3
Software Engineer - Python - Kubernetes,Canonical - Jobs,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=a324fa2bdc833e0c&fccid=d40b824c7b625849&vjs=3
Arquiteto de Dados - (Remoto),Sensedia,"Home office in Campinas, SP",EmployerAtiva 4 dias atrás,https://br.indeed.com/rc/clk?jk=c3960c352b0073de&fccid=91ee227b9247049b&vjs=3
Desenvolvedor(a) Sr,EY,"Rio de Janeiro, RJ",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=5d720ad048f2ddd4&fccid=1544766d4c2915b0&vjs=3
Associate Analyst 3,Moody's,"São Paulo, SP",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=282428c284dc00f6&fccid=28eefc5b86560831&vjs=3
Analista de Suporte N2,CWI Software,Home office,Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=deadc2a77570b56b&fccid=a64651178efd73c0&vjs=3
Data Analytics Engineer,Qulture.Rocks!,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1b02a4c09979de32&fccid=dd616958bd9ddc12&vjs=3
SupplyOps Coordinator,oico,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f5fec9806002ba60&fccid=ba3032386c2a40cb&vjs=3
Data Science Intern,Big Data,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=8bd9b0e6b9011272&fccid=1cd40d642f183854&vjs=3
Analista de TI Jr,PRG Consultoria,"São Paulo, SP",EmployerAtiva 3 dias atrás,https://br.indeed.com/company/PRG-CONSULTORIA/jobs/Analista-Ti-Junior-c58e87b9653fb26f?fccid=7ef3407d80e2c31e&vjs=3
ANALISTA DE DADOS PL,Arezzo&CO,"Campo Bom, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=754d5b1f796f700c&fccid=fd36a8c7ce8ff6c3&vjs=3
"Engenheiro de Ciência de Dados (Python, SQL e AWS)",Turing.com,Home office,Postedhá 2 dias,https://br.indeed.com/company/Turing.com/jobs/Engenheiro-Ci%C3%AAncia-Dados-7591d00c0b80e419?fccid=a2e0cbec0b626661&vjs=3
Analista Ciências Dados JR - Departamento de Segurança Corporativa,Banco Bradesco SA,"Osasco, SP",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=9fa286b037a3f4ef&fccid=dd708ee3271585de&vjs=3
Especialista de Monitoração e Observabilidade,Padrão,"Home office in São Paulo, SP",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=5cfe9b590fc164db&fccid=2276a97f0fee6ae4&vjs=3
"Desenvolvedor Frontend (PHP, Laravel e Python)",Turing.com,Home office,Postedhá 30+ dias,https://br.indeed.com/company/Turing.com/jobs/Desenvolvedor-Frontend-831688648addba63?fccid=a2e0cbec0b626661&vjs=3
Engenharia | Back-End Engineer Júnior | Afirmativa para mulheres,Gupy,Home office,Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=4a462475c3d52573&fccid=1f5978062d66a82c&vjs=3
INGENIERO/A DE SOFTWARE JUNIOR,Capgemini,"Vitória, ES",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=967b84e26a12045a&fccid=105ecfd0283f415f&vjs=3
Analista de Equity,TradersClub,"São Paulo, SP",Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=098c85f5e4b6f1d4&fccid=90c854b7b3ee45f8&vjs=3
DESENVOLVEDOR (A) PYTHON/ML/ANALYTICS,Eldorado,"Brasília, DF",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=0000aa7f60b7f4aa&fccid=70cf64a0b596b733&vjs=3
Associate Analyst 3,ZM Financial Systems,"São Paulo, SP",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=eb5b0d1644e81a20&fccid=7e9f8411cc2b1ce8&vjs=3
Cientista de Dados Júnior 1,EY,,Postedhá 11 dias,https://br.indeed.com/rc/clk?jk=1cb5726228584549&fccid=1544766d4c2915b0&vjs=3
Desenvolvedor PYTHON para BIG DATA,MJV,"São Paulo, SP",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=db41f71a45b141c9&fccid=731c0a79a35d82c0&vjs=3
Analista de BI Pleno,Vetta,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f559bfd88a6a665e&fccid=b6db1537f49fc52f&vjs=3
Pessoa Analista de Dados Atuarial Pleno,Sami,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=80ac04f80e991377&fccid=cb04dcec7a7ab7a1&vjs=3
Cientista de Dados,MJV,"Curitiba, PR",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=dadf7c7c5abc8495&fccid=731c0a79a35d82c0&vjs=3
Pessoa Desenvolvedora de Software Front-End - Pleno,Passei Direto,Home office,PostedHoje,https://br.indeed.com/rc/clk?jk=b1972df7ed57245e&fccid=03783be5f74c1fea&vjs=3
Analista de Dados,Galena,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1a91d3b4936ea3ed&fccid=c8dc4612c5598d9f&vjs=3
"Technical Solutions Consultant, Reader Revenue, gTech (English, Portuguese)",Google,"São Paulo, SP",Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=fb8813f79d21419d&fccid=a5b4499d9e91a5c6&vjs=3
Analista de Informações Jr - business intelligence,Jadlog Logística SA,"São Paulo, SP",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=7beec94f504ad59c&fccid=dd8f148307a9aeda&vjs=3
Estágio - Data Engineering,Quem somos,"São Paulo, SP",Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=0e032fc203315d17&fccid=632c48afba6abfc6&vjs=3
Analista BI Jr.,NoVerde,Home office,Postedhá 22 dias,https://br.indeed.com/rc/clk?jk=2ecea2ebeb3feaef&fccid=afd21eb3da49bc50&vjs=3
